#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       4.677           4           5         4.5           1   4.185e+05
        4.08           4           5         4.5           1   4.185e+05
       4.677           4           5         4.5           1   4.185e+05
       4.109           4           5         4.5           1   4.185e+05
       4.161           4           5         4.5           1   4.185e+05
       4.496           4           5         4.5           1   4.185e+05
       4.744           4           5         4.5           1   4.185e+05
       4.051           4           5         4.5           1   4.185e+05
       4.051           4       4.451       4.226       0.451   1.942e+05
       4.677           4           5         4.5           1   4.185e+05
