#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vbin
#
      0.7455         0.6         0.8         0.7         0.2   4.233e+04
       0.748         0.6         0.8         0.7         0.2   4.233e+04
       0.795         0.6         0.8         0.7         0.2   4.233e+04
       0.788         0.6         0.8         0.7         0.2   4.233e+04
       0.683         0.6         0.8         0.7         0.2   4.233e+04
      0.7038         0.6         0.8         0.7         0.2   4.233e+04
      0.6801         0.6         0.8         0.7         0.2   4.233e+04
       0.634         0.6         0.8         0.7         0.2   4.233e+04
       0.607         0.6         0.8         0.7         0.2   4.233e+04
      0.7898         0.6         0.8         0.7         0.2   4.233e+04
      0.7669         0.6         0.8         0.7         0.2   4.233e+04
      0.7803         0.6         0.8         0.7         0.2   4.233e+04
      0.7936         0.6         0.8         0.7         0.2   4.233e+04
      0.6338         0.6         0.8         0.7         0.2   4.233e+04
      0.6809         0.6         0.8         0.7         0.2   4.233e+04
      0.7836         0.6         0.8         0.7         0.2   4.233e+04
       0.795         0.6         0.8         0.7         0.2   4.233e+04
      0.6382         0.6         0.8         0.7         0.2   4.233e+04
      0.7889         0.6         0.8         0.7         0.2   4.233e+04
      0.6827         0.6         0.8         0.7         0.2   4.233e+04
      0.6809         0.6         0.8         0.7         0.2   4.233e+04
      0.7889         0.6         0.8         0.7         0.2   4.233e+04
      0.7783         0.6         0.8         0.7         0.2   4.233e+04
      0.7609         0.6         0.8         0.7         0.2   4.233e+04
      0.7669         0.6         0.8         0.7         0.2   4.233e+04
      0.6407         0.6         0.8         0.7         0.2   4.233e+04
      0.7837         0.6         0.8         0.7         0.2   4.233e+04
       0.637         0.6         0.8         0.7         0.2   4.233e+04
      0.6385         0.6         0.8         0.7         0.2   4.233e+04
      0.6813         0.6         0.8         0.7         0.2   4.233e+04
      0.6809         0.6         0.8         0.7         0.2   4.233e+04
       0.744         0.6         0.8         0.7         0.2   4.233e+04
      0.6338         0.6         0.8         0.7         0.2   4.233e+04
      0.7974         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6         0.8         0.7         0.2   4.233e+04
       0.749         0.6         0.8         0.7         0.2   4.233e+04
      0.7834         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6         0.8         0.7         0.2   4.233e+04
      0.6346         0.6         0.8         0.7         0.2   4.233e+04
      0.7038         0.6         0.8         0.7         0.2   4.233e+04
      0.7898         0.6         0.8         0.7         0.2   4.233e+04
       0.779         0.6         0.8         0.7         0.2   4.233e+04
      0.7657         0.6         0.8         0.7         0.2   4.233e+04
       0.788         0.6         0.8         0.7         0.2   4.233e+04
      0.7614         0.6         0.8         0.7         0.2   4.233e+04
      0.7609         0.6         0.8         0.7         0.2   4.233e+04
      0.7784         0.6         0.8         0.7         0.2   4.233e+04
       0.783         0.6         0.8         0.7         0.2   4.233e+04
      0.7669         0.6         0.8         0.7         0.2   4.233e+04
      0.7889         0.6         0.8         0.7         0.2   4.233e+04
       0.688         0.6         0.8         0.7         0.2   4.233e+04
        0.75         0.6         0.8         0.7         0.2   4.233e+04
      0.6807         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6         0.8         0.7         0.2   4.233e+04
      0.7913         0.6         0.8         0.7         0.2   4.233e+04
        0.61         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6         0.8         0.7         0.2   4.233e+04
      0.7803         0.6         0.8         0.7         0.2   4.233e+04
      0.6341         0.6         0.8         0.7         0.2   4.233e+04
      0.7781         0.6         0.8         0.7         0.2   4.233e+04
        0.74         0.6         0.8         0.7         0.2   4.233e+04
      0.6813         0.6         0.8         0.7         0.2   4.233e+04
      0.6807         0.6         0.8         0.7         0.2   4.233e+04
       0.749         0.6         0.8         0.7         0.2   4.233e+04
      0.6337         0.6         0.8         0.7         0.2   4.233e+04
       0.634         0.6         0.8         0.7         0.2   4.233e+04
      0.6385         0.6         0.8         0.7         0.2   4.233e+04
      0.6419         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6         0.8         0.7         0.2   4.233e+04
       0.634         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6         0.8         0.7         0.2   4.233e+04
      0.7803         0.6         0.8         0.7         0.2   4.233e+04
      0.7433         0.6         0.8         0.7         0.2   4.233e+04
      0.6422         0.6         0.8         0.7         0.2   4.233e+04
      0.6973         0.6         0.8         0.7         0.2   4.233e+04
      0.6419         0.6         0.8         0.7         0.2   4.233e+04
       0.795         0.6         0.8         0.7         0.2   4.233e+04
      0.6342         0.6         0.8         0.7         0.2   4.233e+04
      0.7889         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6         0.8         0.7         0.2   4.233e+04
      0.7469         0.6         0.8         0.7         0.2   4.233e+04
       0.761         0.6         0.8         0.7         0.2   4.233e+04
      0.6342         0.6         0.8         0.7         0.2   4.233e+04
       0.788         0.6         0.8         0.7         0.2   4.233e+04
       0.788         0.6         0.8         0.7         0.2   4.233e+04
      0.7669         0.6         0.8         0.7         0.2   4.233e+04
        0.78         0.6         0.8         0.7         0.2   4.233e+04
      0.7889         0.6         0.8         0.7         0.2   4.233e+04
      0.6346         0.6         0.8         0.7         0.2   4.233e+04
      0.7798         0.6         0.8         0.7         0.2   4.233e+04
      0.7469         0.6         0.8         0.7         0.2   4.233e+04
       0.762         0.6         0.8         0.7         0.2   4.233e+04
        0.75         0.6         0.8         0.7         0.2   4.233e+04
      0.6973         0.6         0.8         0.7         0.2   4.233e+04
      0.7834         0.6         0.8         0.7         0.2   4.233e+04
