#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vbin
#
       4.689           4           5         4.5           1   4.185e+05
       4.758           4           5         4.5           1   4.185e+05
       4.007           4           5         4.5           1   4.185e+05
       4.055           4           5         4.5           1   4.185e+05
       4.689           4           5         4.5           1   4.185e+05
       4.744           4           5         4.5           1   4.185e+05
       4.055           4           5         4.5           1   4.185e+05
        4.08           4           5         4.5           1   4.185e+05
       4.744           4           5         4.5           1   4.185e+05
       4.007           4           5         4.5           1   4.185e+05
       4.014           4           5         4.5           1   4.185e+05
       4.744           4           5         4.5           1   4.185e+05
       4.058           4           5         4.5           1   4.185e+05
       4.229           4           5         4.5           1   4.185e+05
