#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
      0.4574         0.4         0.6         0.5         0.2   2.681e+04
      0.5639         0.4         0.6         0.5         0.2   2.681e+04
      0.4745         0.4         0.6         0.5         0.2   2.681e+04
      0.4579         0.4         0.6         0.5         0.2   2.681e+04
      0.4587         0.4         0.6         0.5         0.2   2.681e+04
       0.595         0.4         0.6         0.5         0.2   2.681e+04
      0.5958         0.4         0.6         0.5         0.2   2.681e+04
      0.5739         0.4         0.6         0.5         0.2   2.681e+04
      0.4547         0.4      0.5747      0.4874      0.1747   2.255e+04
      0.5575         0.4         0.6         0.5         0.2   2.681e+04
      0.5035         0.4         0.6         0.5         0.2   2.681e+04
       0.513         0.4         0.6         0.5         0.2   2.681e+04
      0.4568         0.4      0.5768      0.4884      0.1768   2.289e+04
       0.594         0.4         0.6         0.5         0.2   2.681e+04
      0.5184         0.4      0.5584      0.4792      0.1584   1.994e+04
      0.4735         0.4      0.5335      0.4667      0.1335   1.615e+04
      0.5111         0.4      0.5911      0.4955      0.1911   2.528e+04
      0.5177         0.4         0.6         0.5         0.2   2.681e+04
      0.4579         0.4         0.6         0.5         0.2   2.681e+04
      0.4866         0.4         0.6         0.5         0.2   2.681e+04
      0.4573         0.4         0.6         0.5         0.2   2.681e+04
      0.4587         0.4      0.5787      0.4894      0.1787    2.32e+04
       0.566         0.4         0.6         0.5         0.2   2.681e+04
      0.5577         0.4         0.6         0.5         0.2   2.681e+04
      0.4852         0.4         0.6         0.5         0.2   2.681e+04
      0.5553         0.4         0.6         0.5         0.2   2.681e+04
        0.41         0.4        0.47       0.435        0.07        7598
      0.4381         0.4         0.6         0.5         0.2   2.681e+04
       0.504         0.4         0.6         0.5         0.2   2.681e+04
      0.5705         0.4      0.5705      0.4853      0.1705   2.186e+04
       0.501         0.4         0.6         0.5         0.2   2.681e+04
      0.4097         0.4      0.4497      0.4249      0.0497        5199
      0.4855         0.4         0.6         0.5         0.2   2.681e+04
      0.5609         0.4         0.6         0.5         0.2   2.681e+04
      0.5561         0.4         0.6         0.5         0.2   2.681e+04
       0.484         0.4         0.6         0.5         0.2   2.681e+04
      0.4587         0.4      0.5787      0.4894      0.1787    2.32e+04
      0.4099         0.4         0.6         0.5         0.2   2.681e+04
      0.5184         0.4      0.5584      0.4792      0.1584   1.994e+04
      0.4372         0.4         0.6         0.5         0.2   2.681e+04
      0.5605         0.4         0.6         0.5         0.2   2.681e+04
       0.514         0.4         0.6         0.5         0.2   2.681e+04
