#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vbin
#
       0.858         0.8           1         0.9         0.2   5.641e+04
      0.9962         0.8           1         0.9         0.2   5.641e+04
       0.948         0.8           1         0.9         0.2   5.641e+04
      0.9544         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
         0.8         0.8           1         0.9         0.2   5.641e+04
      0.8457         0.8           1         0.9         0.2   5.641e+04
      0.8457         0.8           1         0.9         0.2   5.641e+04
      0.8398         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
      0.8517         0.8           1         0.9         0.2   5.641e+04
      0.8517         0.8           1         0.9         0.2   5.641e+04
       0.838         0.8           1         0.9         0.2   5.641e+04
      0.8494         0.8           1         0.9         0.2   5.641e+04
       0.948         0.8           1         0.9         0.2   5.641e+04
      0.9585         0.8           1         0.9         0.2   5.641e+04
       0.858         0.8           1         0.9         0.2   5.641e+04
         0.8         0.8           1         0.9         0.2   5.641e+04
       0.801         0.8           1         0.9         0.2   5.641e+04
      0.9365         0.8           1         0.9         0.2   5.641e+04
      0.8457         0.8           1         0.9         0.2   5.641e+04
      0.9782         0.8           1         0.9         0.2   5.641e+04
       0.874         0.8           1         0.9         0.2   5.641e+04
      0.9438         0.8           1         0.9         0.2   5.641e+04
       0.899         0.8           1         0.9         0.2   5.641e+04
      0.9048         0.8           1         0.9         0.2   5.641e+04
         0.8         0.8           1         0.9         0.2   5.641e+04
        0.93         0.8           1         0.9         0.2   5.641e+04
        0.84         0.8           1         0.9         0.2   5.641e+04
       0.838         0.8           1         0.9         0.2   5.641e+04
       0.956         0.8           1         0.9         0.2   5.641e+04
        0.97         0.8           1         0.9         0.2   5.641e+04
      0.8785         0.8           1         0.9         0.2   5.641e+04
      0.9746         0.8           1         0.9         0.2   5.641e+04
       0.913         0.8           1         0.9         0.2   5.641e+04
      0.8517         0.8           1         0.9         0.2   5.641e+04
      0.9712         0.8           1         0.9         0.2   5.641e+04
       0.899         0.8           1         0.9         0.2   5.641e+04
       0.847         0.8           1         0.9         0.2   5.641e+04
      0.9346         0.8           1         0.9         0.2   5.641e+04
       0.936         0.8           1         0.9         0.2   5.641e+04
       0.912         0.8           1         0.9         0.2   5.641e+04
      0.9362         0.8           1         0.9         0.2   5.641e+04
       0.938         0.8           1         0.9         0.2   5.641e+04
       0.821         0.8           1         0.9         0.2   5.641e+04
       0.946         0.8           1         0.9         0.2   5.641e+04
      0.9419         0.8           1         0.9         0.2   5.641e+04
       0.838         0.8           1         0.9         0.2   5.641e+04
      0.8405         0.8           1         0.9         0.2   5.641e+04
       0.913         0.8           1         0.9         0.2   5.641e+04
       0.801         0.8           1         0.9         0.2   5.641e+04
      0.8541         0.8           1         0.9         0.2   5.641e+04
      0.9481         0.8           1         0.9         0.2   5.641e+04
